sample_id,state,latitude,longitude,rainfall_mm,rainfall_24h,rainfall_7d,soil_moisture,slope_degree,elevation_m,distance_to_fault_km,historical_events_count,distance_to_drainage_m,probability,landslide_occurred
NER_02008,Meghalaya,25.7367,92.06767,22.52,226.84,271.81,82.98,30.67,1380.7,0.2,0,169.7,0.9962,1
NER_02009,Sikkim,27.87439,88.06684,26.71,97.73,156.58,53.23,44.86,1715.1,3.8,8,871.8,0.9157,1
NER_02010,Nagaland,25.44037,94.60095,34.69,144.78,213.3,75.41,32.15,1528.6,9.26,0,127.3,0.8941,1
NER_02011,Sikkim,27.57453,88.00249,4.09,217.14,412.3,92.19,35.01,1768.4,9.42,2,288.9,0.9995,1
NER_02012,Tripura (Jampui Hills),24.32701,91.83493,17.56,172.36,494.01,98.0,20.86,662.9,6.35,1,146.1,0.9978,1
NER_02013,Sikkim,27.36028,88.06064,0.22,12.41,44.21,26.18,54.5,2363.8,20.74,0,158.2,0.0133,0
NER_02014,Manipur,24.46123,93.52031,11.12,33.43,508.82,98.0,14.49,1200.7,21.31,0,287.0,0.649,0
NER_02015,Tripura (Jampui Hills),23.76903,92.07643,25.92,148.88,515.69,98.0,14.1,392.4,22.13,2,506.5,0.9863,1
NER_02016,Manipur,24.45844,93.69044,43.26,106.0,186.86,68.43,22.57,602.3,10.84,2,45.3,0.589,0
NER_02017,Arunachal Pradesh,26.77875,96.88843,41.3,110.34,478.56,98.0,49.25,2769.2,12.15,2,65.3,0.9989,1
NER_02018,Tripura (Jampui Hills),23.87932,91.86913,17.96,34.89,422.96,90.82,16.08,252.3,19.93,3,96.5,0.7281,1
NER_02019,Assam (Barak/Dima Hasao),25.5227,92.61038,4.39,105.17,262.63,83.33,10.52,671.1,5.8,0,428.0,0.4591,1
NER_02020,Nagaland,25.67796,93.35094,7.79,234.15,595.64,98.0,26.48,1156.8,1.88,0,361.9,0.9997,1
NER_02021,Arunachal Pradesh,28.90204,96.66961,6.55,18.17,35.79,22.67,39.72,2895.1,9.05,4,235.2,0.0213,0
NER_02022,Assam (Barak/Dima Hasao),24.9649,93.43241,0.32,13.3,52.66,25.47,22.39,1305.4,10.28,0,80.4,0.0016,0
NER_02023,Assam (Barak/Dima Hasao),25.17058,92.98463,29.4,200.9,601.09,98.0,28.26,1208.3,21.56,0,476.9,0.9991,1
NER_02024,Tripura (Jampui Hills),24.42139,92.12884,30.61,168.7,472.68,97.05,29.9,928.0,27.63,3,407.9,0.9974,1
NER_02025,Mizoram,24.33224,93.35009,11.71,74.01,139.34,62.44,32.92,699.5,2.32,1,395.5,0.3137,0
NER_02026,Sikkim,27.88954,88.30972,34.79,221.88,485.2,97.94,48.5,2794.4,1.6,1,715.0,0.9997,1
NER_02027,Tripura (Jampui Hills),23.83064,91.96727,9.22,221.57,668.36,98.0,13.99,150.0,11.37,5,67.2,0.9997,1
NER_02028,Mizoram,22.98147,93.26863,1.6,1.6,41.9,33.19,38.03,1207.3,7.37,0,151.1,0.0063,0
NER_02029,Sikkim,27.12197,88.75627,7.37,16.73,24.43,22.45,44.0,1788.6,12.4,1,69.4,0.0097,0
NER_02030,Assam (Barak/Dima Hasao),24.99054,92.68524,0.24,8.38,15.14,31.06,39.95,369.4,0.51,5,156.5,0.0473,0
NER_02031,Assam (Barak/Dima Hasao),24.84917,93.48917,4.41,4.41,53.1,46.27,5.0,1033.1,2.21,0,453.5,0.0008,0
NER_02032,Assam (Barak/Dima Hasao),25.69004,92.72673,3.25,3.25,4.59,20.5,18.55,1524.4,3.47,0,16.2,0.0007,0
NER_02033,Manipur,24.85944,93.87889,29.22,155.08,414.88,91.45,28.15,975.4,4.02,0,298.5,0.9915,1
NER_02034,Nagaland,25.34383,95.06718,4.32,22.87,31.4,35.15,40.88,1898.8,9.13,0,37.6,0.0154,0
NER_02035,Arunachal Pradesh,29.00254,95.18072,30.23,50.17,391.88,98.0,57.22,1902.8,7.45,2,48.3,0.9949,1
NER_02036,Sikkim,27.36117,88.04001,6.04,11.51,47.56,25.87,43.58,2334.7,8.98,3,194.3,0.0238,0
NER_02037,Sikkim,27.22878,88.38933,7.56,13.63,8.17,44.58,30.91,2490.0,2.77,3,662.9,0.0122,0
NER_02038,Manipur,24.69528,93.95253,2.15,11.22,13.59,53.95,26.21,150.0,10.25,0,176.2,0.0059,0
NER_02039,Sikkim,27.44737,88.59925,3.84,23.9,42.25,31.97,38.9,2480.5,8.12,0,510.2,0.0075,0
NER_02040,Mizoram,24.3805,92.35488,39.4,62.92,331.75,83.07,35.75,479.2,5.54,2,10.0,0.9321,1
NER_02041,Tripura (Jampui Hills),23.72063,92.18162,2.04,7.8,9.79,46.72,20.6,710.8,3.38,4,148.6,0.0125,0
NER_02042,Arunachal Pradesh,27.52655,93.24212,5.19,22.31,58.98,30.26,37.1,2139.5,12.48,2,992.2,0.0061,0
NER_02043,Tripura (Jampui Hills),24.47107,92.12246,22.72,160.11,294.89,79.05,26.53,962.3,7.01,2,499.2,0.9665,1
NER_02044,Arunachal Pradesh,27.64034,91.56096,39.72,182.87,306.13,80.37,49.09,2527.3,8.9,4,342.7,0.999,1
NER_02045,Nagaland,26.17985,93.92756,5.98,5.98,36.9,40.39,32.59,626.5,4.61,0,472.6,0.0048,0
NER_02046,Nagaland,26.926,94.10132,47.55,227.41,278.65,79.46,30.65,1904.4,8.09,1,57.8,0.9963,1
NER_02047,Sikkim,27.76319,88.21719,18.98,110.47,421.52,98.0,47.96,2041.6,16.15,1,196.5,0.996,1
NER_02048,Sikkim,28.04131,88.32938,10.78,158.07,390.51,97.28,27.91,2287.0,14.55,0,129.3,0.9904,1
NER_02049,Meghalaya,25.99819,92.57801,2.73,7.4,57.64,32.01,25.64,1717.4,7.76,1,620.8,0.0022,0
NER_02050,Arunachal Pradesh,26.57625,93.55562,40.81,40.81,302.09,85.21,47.31,2420.7,7.94,0,309.5,0.8402,1
NER_02051,Mizoram,23.52309,93.33047,6.19,23.56,53.65,42.58,28.03,1121.6,15.35,4,38.7,0.0287,0
NER_02052,Meghalaya,25.45492,90.74001,9.89,81.46,244.6,69.46,27.57,1785.0,9.9,0,446.3,0.385,0
NER_02053,Sikkim,27.86844,88.59833,52.41,189.29,282.96,82.0,29.24,2265.2,7.8,0,56.6,0.986,1
NER_02054,Mizoram,22.34799,93.32463,3.49,14.57,59.92,30.13,43.47,1345.9,2.68,8,10.0,0.2595,0
NER_02055,Sikkim,27.63346,88.08123,4.66,8.84,34.3,22.14,23.64,2250.4,6.42,0,316.8,0.001,0
NER_02056,Tripura (Jampui Hills),24.10778,91.95173,52.61,139.58,437.03,98.0,16.29,1176.3,2.16,0,90.1,0.9851,1
NER_02057,Mizoram,23.97978,93.08922,24.92,150.19,488.71,98.0,29.17,910.8,12.92,2,160.1,0.9979,1
NER_02058,Meghalaya,25.26708,90.51765,6.43,171.56,293.27,77.94,40.95,1483.9,0.99,0,45.2,0.993,1
NER_02059,Meghalaya,25.361,92.37789,37.9,175.07,465.34,98.0,27.02,1311.6,5.97,2,203.0,0.9988,1
NER_02060,Meghalaya,25.70849,92.40658,25.44,198.74,321.85,84.27,40.06,1625.5,8.89,0,124.6,0.9969,1
NER_02061,Assam (Barak/Dima Hasao),26.0334,93.37645,36.73,123.96,159.06,60.17,5.0,835.1,29.14,2,297.5,0.0804,0
NER_02062,Meghalaya,25.89907,92.17955,50.75,50.75,424.3,96.09,13.93,1293.0,13.42,0,68.3,0.6921,1
NER_02063,Nagaland,26.26638,94.11673,41.81,176.0,410.2,98.0,38.47,1458.5,17.98,1,123.9,0.9984,1
NER_02064,Manipur,24.22958,94.48592,5.22,12.6,4.61,49.85,39.6,1110.2,4.01,3,271.3,0.0461,0
NER_02065,Sikkim,27.347,88.79993,5.2,100.3,477.47,88.6,31.84,2234.7,28.34,5,356.5,0.9895,1
NER_02066,Tripura (Jampui Hills),23.52271,92.00722,6.14,6.14,42.94,28.67,12.87,346.1,7.27,3,126.4,0.002,0
NER_02067,Sikkim,27.03221,88.09729,3.37,6.86,2.91,28.74,33.41,1758.1,0.2,0,171.0,0.0037,0
NER_02068,Mizoram,24.09539,93.1589,48.39,133.38,250.09,77.68,14.29,1666.6,12.05,0,533.6,0.533,0
NER_02069,Sikkim,27.9248,88.4436,2.19,13.76,20.26,31.07,46.9,2689.3,3.14,1,294.8,0.0198,0
NER_02070,Mizoram,23.51254,92.33719,3.96,19.46,14.11,39.63,43.68,828.8,0.2,0,93.1,0.0266,0
NER_02071,Tripura (Jampui Hills),23.69545,92.32682,4.15,10.28,26.34,34.47,15.67,741.8,24.43,1,10.0,0.0009,0
NER_02072,Nagaland,26.13107,94.7023,20.3,66.3,302.11,79.89,30.05,1795.0,3.99,1,23.1,0.8179,1
NER_02073,Tripura (Jampui Hills),23.98079,91.82239,11.45,194.83,391.27,95.23,19.31,1079.1,0.2,0,345.9,0.9946,1
NER_02074,Assam (Barak/Dima Hasao),26.04829,92.60177,1.33,1.9,30.98,46.2,29.06,555.3,2.93,4,491.1,0.0173,0
NER_02075,Arunachal Pradesh,27.52509,95.75566,7.4,9.49,45.18,53.01,40.9,2468.9,19.24,0,127.0,0.0173,0
NER_02076,Mizoram,23.19956,92.30741,4.53,7.02,20.28,43.61,53.81,1190.0,2.74,3,79.6,0.1331,0
NER_02077,Sikkim,27.00975,88.89323,29.7,48.71,177.96,64.58,40.11,2304.8,24.86,2,37.0,0.3418,0
NER_02078,Tripura (Jampui Hills),24.4071,92.21219,4.28,9.76,31.82,43.03,15.22,150.0,10.38,2,340.4,0.0025,0
NER_02079,Arunachal Pradesh,29.0132,95.28589,21.12,106.44,549.86,98.0,57.76,2695.1,1.72,0,314.8,0.9995,1
NER_02080,Nagaland,26.74104,94.73187,26.56,182.74,425.98,94.91,34.08,1780.5,13.55,2,206.4,0.9988,1
NER_02081,Assam (Barak/Dima Hasao),25.04181,93.18182,2.28,14.85,21.32,46.21,11.16,479.6,6.87,3,33.1,0.0051,0
NER_02082,Arunachal Pradesh,27.38105,96.51184,3.26,3.26,20.57,53.85,56.91,2520.4,5.17,2,870.0,0.07,0
NER_02083,Meghalaya,25.68352,91.14049,45.25,67.7,401.07,91.62,30.69,1840.9,8.68,0,347.8,0.8952,1
NER_02084,Assam (Barak/Dima Hasao),25.1899,93.5252,17.87,17.87,298.15,75.86,12.94,249.4,9.29,2,11.8,0.1933,1
NER_02085,Nagaland,26.34526,93.9419,4.48,23.66,33.98,23.15,32.06,1588.7,10.73,0,78.9,0.0037,0
NER_02086,Nagaland,25.51271,94.64067,1.62,22.17,53.52,27.46,22.69,862.9,2.25,2,371.7,0.0049,0
NER_02087,Tripura (Jampui Hills),24.21294,92.31567,35.77,214.18,414.44,98.0,13.6,161.7,6.47,2,12.4,0.9984,1
NER_02088,Arunachal Pradesh,28.05296,92.27937,4.76,16.88,31.3,22.55,38.89,2446.2,14.45,3,805.6,0.0052,0
NER_02089,Sikkim,27.53641,88.51917,54.97,161.17,626.69,98.0,12.23,2509.7,0.63,4,74.5,0.9995,1
NER_02090,Mizoram,22.05691,92.89187,29.36,179.63,555.95,98.0,25.0,1457.6,10.52,0,626.2,0.9978,1
NER_02091,Manipur,24.25823,94.79998,27.71,27.71,309.86,70.59,24.23,583.3,6.56,3,325.5,0.4338,0
NER_02092,Arunachal Pradesh,27.22675,93.50601,27.6,51.77,156.47,65.51,45.17,2695.5,8.39,2,440.5,0.4931,1
NER_02093,Assam (Barak/Dima Hasao),25.37671,92.52734,0.51,16.16,21.66,30.76,23.44,384.3,10.15,0,1231.7,0.0005,0
NER_02094,Manipur,25.65267,94.38336,3.58,14.84,59.03,48.38,25.82,1166.9,9.19,2,10.0,0.0181,0
NER_02095,Sikkim,27.5805,88.4609,46.55,51.95,306.37,70.62,38.01,2105.4,9.77,1,412.0,0.647,0
NER_02096,Sikkim,27.6277,88.80037,47.86,177.57,450.94,98.0,30.85,2170.2,2.53,0,297.1,0.9983,1
NER_02097,Sikkim,27.93766,88.7186,42.99,96.1,250.38,71.54,35.74,2053.0,3.33,0,35.7,0.8298,1
NER_02098,Meghalaya,25.50207,91.55794,5.23,187.06,556.72,98.0,20.19,1405.2,0.2,4,10.3,0.9997,1
NER_02099,Mizoram,22.0517,92.35001,34.42,114.74,253.43,68.04,32.17,1174.8,18.75,0,764.6,0.5199,0
NER_02100,Sikkim,28.099,88.4153,9.87,130.86,226.85,64.16,39.1,1894.9,11.44,2,64.4,0.9275,1
NER_02101,Manipur,24.45094,94.00436,40.34,203.61,328.09,85.16,31.25,537.3,7.2,0,318.4,0.994,1
NER_02102,Mizoram,22.40472,92.79108,14.24,189.0,565.85,98.0,33.45,2449.1,1.11,1,109.6,0.9997,1
NER_02103,Mizoram,23.19296,92.41206,48.92,187.54,532.07,98.0,42.18,926.2,0.86,0,65.2,0.9997,1
NER_02104,Nagaland,25.45663,93.69447,35.51,186.37,523.63,98.0,37.18,1458.6,10.87,0,55.0,0.9996,1
NER_02105,Nagaland,25.86084,94.50577,33.4,119.57,347.52,86.18,31.18,1705.1,8.3,4,245.8,0.988,1
NER_02106,Arunachal Pradesh,28.75822,95.6225,6.75,15.7,17.75,32.48,58.62,3240.2,6.78,1,10.0,0.0678,0
NER_02107,Manipur,23.98213,93.88104,45.67,61.41,156.87,68.05,22.76,430.9,4.98,2,142.8,0.2659,0
NER_02108,Assam (Barak/Dima Hasao),25.53135,93.00772,0.95,0.95,36.19,41.25,46.55,932.7,1.14,8,60.0,0.3114,0
NER_02109,Mizoram,23.66207,92.29636,2.9,10.52,20.73,22.82,43.88,995.0,0.8,1,354.3,0.0096,0
NER_02110,Sikkim,27.14054,88.01051,7.92,10.08,27.46,37.3,42.77,1446.7,10.67,1,254.0,0.014,0
NER_02111,Nagaland,26.69191,94.39631,0.02,0.02,31.66,25.13,42.22,1205.0,6.56,1,239.0,0.0069,0
NER_02112,Manipur,24.09014,93.58546,2.06,10.37,35.79,31.79,26.65,729.7,19.05,1,57.6,0.0025,0
NER_02113,Sikkim,27.22117,88.50659,28.0,31.76,87.95,63.02,34.33,1917.4,4.29,1,271.6,0.0982,1
NER_02114,Manipur,25.20283,93.16387,20.6,168.65,636.49,98.0,20.3,543.8,23.19,5,119.6,0.9996,1
NER_02115,Manipur,24.12302,94.31348,32.75,103.07,491.7,98.0,38.17,996.3,2.49,0,974.1,0.9884,1
NER_02116,Sikkim,27.3326,88.46746,6.04,10.33,18.25,47.07,19.03,2842.8,0.2,1,934.1,0.0021,0
NER_02117,Mizoram,23.62763,92.81692,33.77,198.62,530.52,97.47,20.43,829.5,2.62,1,140.9,0.9993,1
NER_02118,Arunachal Pradesh,28.4155,94.85536,50.45,144.3,309.36,82.55,42.55,2969.8,5.4,0,79.3,0.9887,1
NER_02119,Mizoram,23.30286,93.12174,22.62,143.84,470.47,93.16,40.97,754.5,12.35,5,98.5,0.9996,1
NER_02120,Tripura (Jampui Hills),24.04232,92.33636,15.99,115.14,255.62,70.28,42.03,573.3,7.2,4,194.0,0.9752,1
NER_02121,Assam (Barak/Dima Hasao),25.51136,93.36656,37.67,143.4,439.66,96.05,14.98,741.5,10.99,0,68.5,0.9767,1
NER_02122,Manipur,24.30391,93.40012,2.85,4.67,6.13,21.13,43.91,1144.6,2.31,1,100.1,0.0083,0
NER_02123,Tripura (Jampui Hills),23.5635,92.11267,13.23,82.42,473.49,98.0,13.54,943.8,2.97,2,120.2,0.9649,1
NER_02124,Tripura (Jampui Hills),23.7762,92.05819,41.99,197.81,247.74,73.4,23.95,494.8,10.83,0,21.1,0.9602,1
NER_02125,Arunachal Pradesh,29.4371,94.80749,8.5,24.54,427.39,98.0,25.61,2202.8,20.85,0,207.0,0.667,1
NER_02126,Mizoram,22.45863,92.64737,42.62,85.6,452.75,98.0,35.25,857.0,10.05,1,26.5,0.9891,1
NER_02127,Tripura (Jampui Hills),23.69302,92.11119,6.91,119.78,583.18,98.0,21.94,1242.8,0.25,0,87.1,0.996,1
NER_02128,Sikkim,27.42324,88.8229,0.29,15.64,43.44,32.47,42.36,1696.1,7.48,2,30.8,0.0299,0
NER_02129,Meghalaya,25.70466,92.01909,2.41,163.56,228.12,76.68,17.8,981.8,6.87,1,21.2,0.9023,0
NER_02130,Mizoram,23.73855,93.10146,0.43,0.43,55.1,41.01,30.56,1937.0,19.02,5,470.1,0.0127,0
NER_02131,Mizoram,22.43959,92.3686,0.33,21.49,48.5,21.83,24.35,1225.2,3.48,5,10.8,0.0163,0
NER_02132,Mizoram,23.1428,93.01147,3.2,6.37,0.41,22.39,22.74,1615.1,3.61,1,121.7,0.0014,0
NER_02133,Manipur,25.51972,94.42019,24.75,201.79,656.22,98.0,24.0,1062.5,8.39,4,1308.9,0.9997,1
NER_02134,Meghalaya,25.25122,90.15364,6.24,21.59,42.63,50.62,16.56,1714.4,0.52,0,32.4,0.007,0
NER_02135,Mizoram,22.40873,92.41853,8.1,111.57,209.36,68.54,18.56,1837.4,5.67,1,318.8,0.4841,0
NER_02136,Meghalaya,25.86124,92.44442,0.71,8.98,20.63,24.93,44.96,1238.2,6.77,1,198.3,0.0103,0
NER_02137,Mizoram,23.96078,92.20706,6.33,6.33,44.83,49.39,17.78,1704.6,11.97,5,551.7,0.0089,0
NER_02138,Meghalaya,25.72261,91.29869,20.68,74.31,359.03,88.92,43.0,1489.3,11.91,3,79.8,0.9834,1
NER_02139,Sikkim,27.64968,88.7304,3.46,11.42,20.43,39.51,36.96,1450.1,19.42,0,439.6,0.0036,0
NER_02140,Arunachal Pradesh,28.2145,91.74373,7.26,7.26,21.55,54.89,41.39,3147.0,2.56,0,273.5,0.0266,0
NER_02141,Assam (Barak/Dima Hasao),25.0508,93.68716,4.38,150.13,335.56,77.64,18.22,250.2,2.71,1,123.8,0.9509,1
NER_02142,Manipur,24.79643,94.13403,18.22,18.22,482.96,98.0,39.24,1959.6,8.93,1,182.8,0.9566,1
NER_02143,Tripura (Jampui Hills),24.45731,91.85088,2.16,7.71,31.33,52.94,20.48,204.9,11.71,1,142.9,0.0051,0
NER_02144,Assam (Barak/Dima Hasao),25.47636,92.56436,45.56,50.58,484.16,98.0,17.04,987.5,14.62,2,430.8,0.8719,1
NER_02145,Manipur,24.41235,93.49233,46.4,87.23,493.84,98.0,28.08,1453.9,3.34,2,444.7,0.9886,1
NER_02146,Assam (Barak/Dima Hasao),26.03,93.13366,12.56,179.73,312.18,89.25,41.5,1377.1,0.47,2,10.0,0.9988,1
NER_02147,Arunachal Pradesh,29.25563,91.59995,34.04,176.51,262.12,70.34,49.5,2028.4,2.09,2,69.3,0.9969,1
NER_02148,Nagaland,26.84955,94.9893,30.53,208.98,602.33,98.0,35.64,1690.0,13.47,4,255.9,0.9997,1
NER_02149,Mizoram,23.67038,92.96221,24.64,48.43,496.02,98.0,19.56,1526.2,11.49,0,517.6,0.8199,1
NER_02150,Mizoram,22.1411,92.7905,4.53,24.0,48.24,25.27,46.78,906.6,18.52,1,174.4,0.0145,0
NER_02151,Assam (Barak/Dima Hasao),25.28133,93.14843,52.04,116.62,273.63,76.34,26.11,150.0,4.57,0,101.1,0.841,1
NER_02152,Nagaland,26.10408,95.10567,19.06,183.27,270.98,84.05,38.86,1911.9,38.77,3,40.4,0.9898,1
NER_02153,Meghalaya,25.90913,92.70999,29.95,97.24,376.55,84.55,25.51,791.8,6.45,0,1048.3,0.7692,1
NER_02154,Nagaland,25.99449,94.19835,28.53,87.21,430.55,98.0,34.31,1216.0,0.36,0,197.4,0.9845,1
NER_02155,Manipur,23.90567,93.85075,41.75,57.66,254.79,77.29,31.6,1685.8,13.79,2,123.6,0.6499,0
NER_02156,Sikkim,27.52884,88.26598,0.38,0.38,23.26,30.02,41.56,2333.1,12.5,0,10.0,0.0056,0
NER_02157,Assam (Barak/Dima Hasao),26.10392,92.99354,2.42,2.42,7.35,27.94,21.78,441.1,1.83,0,397.0,0.0009,0
NER_02158,Nagaland,26.61388,95.07239,13.99,61.35,376.29,94.73,36.72,1717.5,7.64,0,10.0,0.9464,1
NER_02159,Tripura (Jampui Hills),23.8643,92.22686,29.12,35.77,485.44,98.0,15.0,150.0,10.1,2,330.7,0.841,0
NER_02160,Manipur,24.01965,94.03084,47.98,125.48,285.29,84.85,32.69,1411.7,1.96,1,626.2,0.9457,0
NER_02161,Mizoram,22.4574,92.39221,8.24,80.21,203.25,64.85,37.11,1945.3,3.1,1,662.6,0.5228,0
NER_02162,Mizoram,23.97365,92.86669,54.05,101.62,518.46,98.0,49.85,1034.6,15.64,0,153.6,0.9976,1
NER_02163,Sikkim,27.00411,88.87028,36.19,232.59,616.94,98.0,27.72,2642.0,1.41,8,478.5,0.9997,1
NER_02164,Assam (Barak/Dima Hasao),26.0113,93.25206,0.09,14.97,11.85,30.48,32.5,150.0,11.5,0,75.8,0.0035,0
NER_02165,Assam (Barak/Dima Hasao),25.59789,93.42716,12.73,237.42,309.95,83.35,25.92,1145.1,8.63,1,546.1,0.9953,1
NER_02166,Nagaland,25.57005,93.9461,24.95,84.59,501.69,98.0,37.73,1201.4,16.85,1,29.8,0.992,1
NER_02167,Sikkim,27.96021,88.67443,2.02,23.45,47.36,53.24,51.58,1606.8,5.14,2,91.7,0.209,1
NER_02168,Assam (Barak/Dima Hasao),25.81726,93.31114,15.08,73.05,136.02,57.64,26.75,1334.8,13.73,3,309.3,0.2102,0
NER_02169,Mizoram,24.29563,92.45029,27.24,118.77,382.62,88.63,33.56,990.9,9.35,0,171.6,0.9754,1
NER_02170,Assam (Barak/Dima Hasao),24.90066,93.66683,4.38,24.9,1.41,39.05,28.6,584.0,51.6,0,106.2,0.0007,0
NER_02171,Assam (Barak/Dima Hasao),25.90127,93.69695,5.97,209.82,254.75,81.96,33.68,945.1,0.2,3,473.5,0.9971,1
NER_02172,Meghalaya,25.40088,91.37707,33.01,185.58,333.28,85.35,39.34,1400.5,11.07,1,72.3,0.997,1
NER_02173,Assam (Barak/Dima Hasao),24.93615,93.80728,33.95,156.49,546.82,98.0,24.05,899.2,2.3,1,232.6,0.9985,1
NER_02174,Arunachal Pradesh,29.44372,94.38725,53.82,67.01,300.45,76.73,22.03,2428.9,3.84,2,212.3,0.6879,1
NER_02175,Manipur,25.24718,93.82452,16.15,113.74,214.94,72.26,23.46,840.7,1.52,1,400.4,0.6784,1
NER_02176,Tripura (Jampui Hills),23.60356,92.30655,5.45,11.67,7.11,30.79,14.8,299.5,9.17,2,42.7,0.0016,0
NER_02177,Tripura (Jampui Hills),24.17593,91.92336,38.46,91.57,350.35,92.17,25.22,150.0,15.18,0,848.4,0.7365,1
NER_02178,Meghalaya,25.13144,92.06856,6.64,21.55,49.07,30.27,21.86,1099.2,1.79,0,118.9,0.0034,0
NER_02179,Mizoram,24.48143,92.69287,6.12,16.45,53.1,32.27,40.23,1136.8,1.47,0,168.3,0.0154,0
NER_02180,Nagaland,26.52363,94.28466,6.74,18.61,20.93,48.32,45.44,1279.2,7.72,3,250.6,0.0803,0
NER_02181,Tripura (Jampui Hills),24.40712,92.31812,31.64,53.17,374.53,83.58,12.61,219.3,1.11,0,113.4,0.5415,1
NER_02182,Assam (Barak/Dima Hasao),25.24075,92.81779,53.3,210.05,254.69,70.78,18.23,497.6,0.22,1,421.5,0.9649,1
NER_02183,Mizoram,23.79643,92.64625,38.92,234.6,500.79,98.0,28.64,988.1,10.23,0,130.7,0.9997,1
NER_02184,Sikkim,27.52219,88.41274,15.65,54.75,530.0,98.0,53.25,2445.8,2.57,1,319.8,0.9971,1
NER_02185,Manipur,24.57446,93.92975,2.13,11.68,38.86,54.42,28.77,1399.0,6.97,0,553.8,0.007,0
NER_02186,Assam (Barak/Dima Hasao),26.00928,93.54379,2.69,15.48,15.87,25.13,16.78,761.6,24.23,4,54.7,0.0017,0
NER_02187,Nagaland,26.67269,93.43265,8.09,168.46,466.81,98.0,52.55,1559.3,7.92,1,164.9,0.9997,1
NER_02188,Nagaland,26.26542,94.17682,34.62,34.62,177.84,59.44,25.72,1319.1,5.84,8,497.0,0.4658,1
NER_02189,Tripura (Jampui Hills),24.0281,91.92622,3.74,10.25,11.14,45.42,24.28,150.0,19.38,2,365.8,0.0033,0
NER_02190,Tripura (Jampui Hills),23.83412,92.25373,48.8,50.98,163.03,65.35,38.25,756.8,14.97,2,285.0,0.3325,0
NER_02191,Meghalaya,25.87643,91.50996,5.89,24.0,6.15,27.25,39.3,1734.1,2.34,1,221.8,0.0114,0
NER_02192,Tripura (Jampui Hills),23.91123,92.10033,23.44,25.1,416.29,93.36,40.03,650.3,5.63,5,168.0,0.9833,1
NER_02193,Assam (Barak/Dima Hasao),25.17426,93.19434,44.69,75.5,541.55,98.0,20.49,1228.6,11.46,2,89.7,0.9816,1
NER_02194,Arunachal Pradesh,27.88732,94.09716,5.06,44.09,157.21,66.36,50.81,2161.9,9.37,0,86.0,0.4923,1
NER_02195,Mizoram,23.95884,93.14305,16.15,182.88,439.03,94.05,30.28,1301.7,10.76,0,169.5,0.9973,1
NER_02196,Nagaland,26.79976,94.34657,5.01,24.29,2.02,33.01,24.53,776.6,45.28,1,10.0,0.0008,0
NER_02197,Arunachal Pradesh,26.96355,95.21588,36.9,44.32,500.74,98.0,42.9,2398.0,3.59,0,607.8,0.9753,1
NER_02198,Manipur,25.52948,93.64479,16.58,148.46,539.92,98.0,31.43,1463.7,27.8,5,10.0,0.9994,1
NER_02199,Sikkim,27.88474,88.61436,19.3,36.02,505.4,98.0,39.39,2430.8,1.0,3,247.2,0.9917,1
NER_02200,Manipur,25.12959,94.36451,32.03,43.0,384.9,86.58,28.65,961.6,5.82,3,14.3,0.9206,1
NER_02201,Sikkim,28.0005,88.31193,4.7,15.0,53.1,38.39,24.12,2079.6,1.96,1,146.5,0.0074,0
NER_02202,Nagaland,26.69585,93.92607,42.53,47.7,383.02,94.64,32.18,1234.1,14.17,1,22.1,0.9003,1
NER_02203,Manipur,24.91507,94.56253,40.36,133.77,400.45,95.71,20.99,1398.8,16.37,1,157.3,0.9737,1
NER_02204,Arunachal Pradesh,28.27525,92.96207,26.03,83.25,447.03,98.0,46.27,2520.5,4.4,2,443.8,0.9956,1
NER_02205,Nagaland,26.1225,93.83528,17.4,72.44,285.69,68.91,44.75,1444.9,14.93,2,178.6,0.8671,1
NER_02206,Arunachal Pradesh,26.58029,97.09666,4.07,5.26,51.66,22.72,24.26,3080.0,3.41,1,299.1,0.002,0
NER_02207,Manipur,25.06169,93.80395,21.61,98.72,521.97,98.0,29.23,766.6,11.68,1,171.6,0.9913,1
NER_02208,Tripura (Jampui Hills),23.64838,91.97307,49.31,174.91,598.28,98.0,16.91,150.0,5.27,1,10.0,0.9991,1
NER_02209,Nagaland,26.18535,93.89003,31.87,110.93,229.8,74.31,31.45,1116.2,18.14,4,466.8,0.8595,1
NER_02210,Manipur,24.4268,94.05502,8.57,193.03,392.05,93.07,15.17,1045.4,1.48,1,148.0,0.9947,1
NER_02211,Manipur,24.73256,94.22317,28.31,156.21,310.55,90.6,23.23,1259.5,0.52,0,114.6,0.9775,1
NER_02212,Nagaland,26.92869,93.93914,8.52,112.91,227.21,76.39,27.81,1519.4,3.52,5,546.7,0.9278,0
NER_02213,Mizoram,22.4292,93.1532,42.21,199.58,505.33,98.0,39.3,998.4,28.2,2,133.9,0.9996,1
NER_02214,Sikkim,27.55302,88.68322,35.16,87.24,188.64,68.69,53.39,2454.4,5.13,1,100.0,0.9109,1
NER_02215,Mizoram,22.47998,92.86719,7.65,10.51,31.41,50.92,41.86,747.9,7.66,5,510.7,0.0871,0
NER_02216,Arunachal Pradesh,28.43869,91.64666,4.32,98.12,220.19,70.11,49.34,2801.4,12.49,1,227.3,0.8966,1
NER_02217,Mizoram,23.68353,93.08028,4.35,16.64,53.37,42.27,31.58,950.0,4.55,1,10.9,0.0186,0
